PU_APPT_YEAR,PU_APPT_MONTH,ORIGIN_COUNTRY,ORIGIN_STATE,MONTHLY_DISTANCE_TRAVELLED
2021,6,United States,MD,493470.8
2021,6,United States,ME,13697.3
2021,6,United States,MI,69536.1
2021,6,United States,MN,50832.1
2021,6,United States,MO,338841.5
2021,6,United States,MS,1335219.6
2021,6,United States,MT,19236.12
2021,6,United States,NC,100167.0
2021,6,United States,ND,7489.05
2021,6,United States,NE,2906.8
2021,6,United States,NH,1549.3999
2021,6,United States,NJ,133291.9
2021,6,United States,NM,429899.8
2021,6,United States,NV,19474.1
2021,6,United States,NY,171168.03
2021,6,United States,OH,351361.3
2021,6,United States,OK,8045.7
2021,6,United States,OR,39329.8
2021,6,United States,PA,1803413.1
2021,6,United States,RI,2863.0
2021,6,United States,SC,127761.6
2021,6,United States,SD,2967.0
2021,6,United States,TN,3455298.5
2021,6,United States,TX,5498537.0
2021,6,United States,UT,236203.3
2021,6,United States,VA,414020.97
2021,6,United States,VT,3211.9001
2021,6,United States,WA,253113.7
2021,6,United States,WI,1433783.4
2021,6,United States,WV,13068.6
2021,6,United States,WY,382.7
2021,7,Canada,AB,27321.07
2021,7,Canada,BC,10094.601
2021,7,Canada,ON,50266.742
2021,7,Canada,QC,261620.7
2021,7,United States,AK,6813.9004
2021,7,United States,AL,25628.4
2021,7,United States,AR,23969.8
2021,7,United States,AZ,377184.3
2021,7,United States,CA,7193599.0
2021,7,United States,CO,310750.0
2021,7,United States,CT,5745.1
2021,7,United States,DC,305.1
2021,7,United States,DE,1322.0
2021,7,United States,FL,399225.5
2021,7,United States,GA,1419528.5
2021,7,United States,IA,28094.6
2021,7,United States,ID,10101.3
2021,7,United States,IL,180902.8
2021,7,United States,IN,1243614.2
2021,7,United States,KS,94366.9
2021,7,United States,KY,19407.2
2021,7,United States,LA,20396.2
2021,7,United States,MA,39394.56
2021,7,United States,MD,425126.6
2021,7,United States,ME,12804.5
2021,7,United States,MI,51954.4
2021,7,United States,MN,98225.3
2021,7,United States,MO,315357.7
2021,7,United States,MS,1306455.4
2021,7,United States,MT,11068.7
2021,7,United States,NC,116349.8
2021,7,United States,ND,12271.4
2021,7,United States,NE,8157.0
2021,7,United States,NH,1881.1
2021,7,United States,NJ,912005.9
2021,7,United States,NM,312929.2
2021,7,United States,NV,37317.9
2021,7,United States,NY,106503.6
2021,7,United States,OH,320420.1
2021,7,United States,OK,4427.0
2021,7,United States,OR,41387.5
2021,7,United States,PA,1508093.2
2021,7,United States,RI,254.3
2021,7,United States,SC,153541.0
2021,7,United States,SD,5158.2
2021,7,United States,TN,3687140.5
2021,7,United States,TX,5524251.0
2021,7,United States,UT,234236.0
2021,7,United States,VA,384875.1
2021,7,United States,VT,2889.6
2021,7,United States,WA,241991.7
2021,7,United States,WI,1201474.9
2021,7,United States,WV,12125.9
2021,7,United States,WY,2074.8
2021,8,Canada,AB,33762.26
2021,8,Canada,BC,18265.5
2021,8,Canada,ON,65098.26
2021,8,Canada,QC,207734.0
2021,8,United States,AK,3501.2
2021,8,United States,AL,24202.5
2021,8,United States,AR,26604.9
2021,8,United States,AZ,354681.78
2021,8,United States,CA,7564519.0
2021,8,United States,CO,436325.1
2021,8,United States,CT,2445.0
2021,8,United States,DC,192.0
2021,8,United States,DE,3297.9
2021,8,United States,FL,388495.6
2021,8,United States,GA,1333318.0
2021,8,United States,IA,24491.0
2021,8,United States,ID,26847.4
2021,8,United States,IL,217084.8
2021,8,United States,IN,2655999.2
2021,8,United States,KS,74691.7
2021,8,United States,KY,24460.3
2021,8,United States,LA,16334.9
2021,8,United States,MA,35635.57
2021,8,United States,MD,371758.0
2021,8,United States,ME,6122.2
2021,8,United States,MI,72711.1
2021,8,United States,MN,112189.74
2021,8,United States,MO,370396.1
2021,8,United States,MS,1665718.9
2021,8,United States,MT,6272.8
2021,8,United States,NC,129517.7
2021,8,United States,ND,8415.4
2021,8,United States,NE,4488.3
2021,8,United States,NH,74.4
2021,8,United States,NJ,3041241.5
2021,8,United States,NM,648563.1
2021,8,United States,NV,28681.299
2021,8,United States,NY,116017.2
2021,8,United States,OH,259297.9
2021,8,United States,OK,4304.1
2021,8,United States,OR,52580.43
2021,8,United States,PA,1492878.9
2021,8,United States,RI,3223.1
2021,8,United States,SC,438217.4
2021,8,United States,SD,4934.9
2021,8,United States,TN,4031466.0
2021,8,United States,TX,6701042.5
2021,8,United States,UT,201967.0
2021,8,United States,VA,518189.1
2021,8,United States,VT,6296.3003
2021,8,United States,WA,227569.5
2021,8,United States,WI,1151884.2
2021,8,United States,WV,17714.5
2021,8,United States,WY,2906.7
2021,9,Canada,AB,39589.64
2021,9,Canada,BC,20216.701
2021,9,Canada,ON,66226.77
2021,9,Canada,QC,225089.6
2021,9,United States,AK,3501.2
2021,9,United States,AL,33624.9
2021,9,United States,AR,36110.37
2021,9,United States,AZ,486236.4
2021,9,United States,CA,8566136.0
2021,9,United States,CO,401706.6
2021,9,United States,CT,7859.5
2021,9,United States,DC,31.8
2021,9,United States,DE,850.9
2021,9,United States,FL,342495.0
2021,9,United States,GA,1148070.9
2021,9,United States,IA,27003.65
2021,9,United States,ID,19245.7
2021,9,United States,IL,208295.5
2021,9,United States,IN,2615956.2
2021,9,United States,KS,88368.7
2021,9,United States,KY,24595.3
2021,9,United States,LA,22156.6
2021,9,United States,MA,58455.082
2021,9,United States,MD,473223.4
2021,9,United States,ME,6453.9
2021,9,United States,MI,72739.5
2021,9,United States,MN,130192.26
2021,9,United States,MO,359019.4
2021,9,United States,MS,1919395.1
2021,9,United States,MT,12951.7
2021,9,United States,NC,131945.9
2021,9,United States,ND,12721.5
2021,9,United States,NE,6907.5
2021,9,United States,NH,2847.5
2021,9,United States,NJ,2592723.0
2021,9,United States,NM,487148.6
2021,9,United States,NV,23524.9
2021,9,United States,NY,115950.11
2021,9,United States,OH,268217.6
2021,9,United States,OK,9803.8
2021,9,United States,OR,43436.8
2021,9,United States,PA,1633551.5
2021,9,United States,RI,114.0
2021,9,United States,SC,519602.9
2021,9,United States,SD,10499.8
2021,9,United States,TN,3742119.0
2021,9,United States,TX,6033559.0
2021,9,United States,UT,221986.9
2021,9,United States,VA,443405.6
2021,9,United States,VT,8838.801
2021,9,United States,WA,272609.7
2021,9,United States,WI,1495653.9
2021,9,United States,WV,11580.4
2021,9,United States,WY,3182.0999
2021,10,Canada,AB,38926.67
2021,10,Canada,BC,15985.7
2021,10,Canada,ON,78561.26
2021,10,Canada,QC,314337.8
2021,10,United States,AK,3537.2
2021,10,United States,AL,37511.6
2021,10,United States,AR,42168.67
2021,10,United States,AZ,446914.56
2021,10,United States,CA,9433494.0
2021,10,United States,CO,492980.3
2021,10,United States,CT,12526.1
2021,10,United States,DC,366.5
2021,10,United States,DE,2212.2
2021,10,United States,FL,415505.06
2021,10,United States,GA,1267805.0
2021,10,United States,IA,32394.602
2021,10,United States,ID,24887.7
2021,10,United States,IL,172825.7
2021,10,United States,IN,2630977.2
2021,10,United States,KS,112774.1
2021,10,United States,KY,27122.7
2021,10,United States,LA,24493.8
2021,10,United States,MA,53290.21
2021,10,United States,MD,460734.5
2021,10,United States,ME,9254.9
2021,10,United States,MI,70788.4
2021,10,United States,MN,139289.52
2021,10,United States,MO,413616.1
2021,10,United States,MS,1651329.4
2021,10,United States,MT,17970.71
2021,10,United States,NC,105977.76
2021,10,United States,ND,17851.2
2021,10,United States,NE,10971.2
2021,10,United States,NH,3055.0
2021,10,United States,NJ,2538991.2
2021,10,United States,NM,568308.8
2021,10,United States,NV,43836.0
2021,10,United States,NY,110492.7
2021,10,United States,OH,330770.1
2021,10,United States,OK,16771.2
2021,10,United States,OR,53279.2
2021,10,United States,PA,1462787.1
2021,10,United States,RI,201.7
2021,10,United States,SC,532672.4
2021,10,United States,SD,11105.8
2021,10,United States,TN,3813459.0
2021,10,United States,TX,5563051.0
2021,10,United States,UT,340322.9
2021,10,United States,VA,444104.7
2021,10,United States,VT,10788.101
2021,10,United States,WA,210878.5
2021,10,United States,WI,1266676.1
2021,10,United States,WV,14680.7
2021,10,United States,WY,924.9
2021,11,Canada,AB,37208.82
2021,11,Canada,BC,14321.9
2021,11,Canada,ON,82037.97
2021,11,Canada,QC,263094.2
2021,11,United States,AL,24492.9
2021,11,United States,AR,33267.84
2021,11,United States,AZ,388017.8
2021,11,United States,CA,8693282.0
2021,11,United States,CO,442874.7
2021,11,United States,CT,13477.6
2021,11,United States,DC,207.0
2021,11,United States,DE,183.0
2021,11,United States,FL,334606.8
2021,11,United States,GA,1272760.2
2021,11,United States,IA,27927.201
2021,11,United States,ID,24548.4
2021,11,United States,IL,179890.8
2021,11,United States,IN,2252121.5
2021,11,United States,KS,95636.06
2021,11,United States,KY,19432.4
2021,11,United States,LA,21792.3
2021,11,United States,MA,37283.11
2021,11,United States,MD,395954.6
2021,11,United States,ME,4533.4
2021,11,United States,MI,65766.5
2021,11,United States,MN,105472.5
2021,11,United States,MO,383805.8
2021,11,United States,MS,922049.25
2021,11,United States,MT,14785.12
2021,11,United States,NC,121749.36
2021,11,United States,ND,18153.15
2021,11,United States,NE,4945.9
2021,11,United States,NH,2719.0
2021,11,United States,NJ,2293479.8
2021,11,United States,NM,706023.7
2021,11,United States,NV,45063.0
2021,11,United States,NY,107346.21
2021,11,United States,OH,295688.8
2021,11,United States,OK,11361.16
2021,11,United States,OR,42135.0
2021,11,United States,PA,1578545.4
2021,11,United States,RI,210.6
2021,11,United States,SC,491127.5
2021,11,United States,SD,7339.9
2021,11,United States,TN,3184896.5
2021,11,United States,TX,4254521.5
2021,11,United States,UT,344299.1
2021,11,United States,VA,535506.9
2021,11,United States,VT,9569.101
2021,11,United States,WA,253332.3
2021,11,United States,WI,1217681.9
2021,11,United States,WV,10703.4
2021,11,United States,WY,2678.9
2021,12,Canada,AB,16545.99
2021,12,Canada,BC,12969.2
2021,12,Canada,ON,54397.71
2021,12,Canada,QC,218984.1
2021,12,United States,AL,19010.6
2021,12,United States,AR,38228.67
2021,12,United States,AZ,332147.28
2021,12,United States,CA,8061056.5
2021,12,United States,CO,340658.2
2021,12,United States,CT,8544.8
2021,12,United States,DC,327.1
2021,12,United States,DE,4818.2
2021,12,United States,FL,272150.3
2021,12,United States,GA,1295205.8
2021,12,United States,IA,25447.0
2021,12,United States,ID,11366.899
2021,12,United States,IL,226618.45
2021,12,United States,IN,1869143.9
2021,12,United States,KS,46542.7
2021,12,United States,KY,11404.0
2021,12,United States,LA,16170.101
2021,12,United States,MA,28018.88
2021,12,United States,MD,341065.8
2021,12,United States,ME,3734.1
2021,12,United States,MI,66163.38
2021,12,United States,MN,78758.5
2021,12,United States,MO,294965.44
2021,12,United States,MS,628789.2
2021,12,United States,MT,5201.2
2021,12,United States,NC,109390.94
2021,12,United States,ND,9555.65
2021,12,United States,NE,4903.0
2021,12,United States,NH,1499.7
2021,12,United States,NJ,1363281.8
2021,12,United States,NM,577252.3
2021,12,United States,NV,24030.2
2021,12,United States,NY,81065.5
2021,12,United States,OH,222828.3
2021,12,United States,OK,10310.4
2021,12,United States,OR,32428.7
2021,12,United States,PA,1424178.5
2021,12,United States,RI,107.399994
2021,12,United States,SC,417323.8
2021,12,United States,SD,4351.7
2021,12,United States,TN,3071478.2
2021,12,United States,TX,3307522.0
2021,12,United States,UT,197796.2
2021,12,United States,VA,456608.78
2021,12,United States,VT,2043.8
2021,12,United States,WA,206715.16
2021,12,United States,WI,1129468.4
2021,12,United States,WV,20625.3
2021,12,United States,WY,2032.3999
2022,1,Canada,AB,27722.73
2022,1,Canada,BC,9420.3
2022,1,Canada,ON,76388.89
2022,1,Canada,QC,139160.2
2022,1,United States,AL,10657.7
2022,1,United States,AR,29223.64
2022,1,United States,AZ,329213.12
2022,1,United States,CA,6611367.5
2022,1,United States,CO,245018.1
2022,1,United States,CT,1640.3
2022,1,United States,DC,239.20001
2022,1,United States,DE,4656.1
2022,1,United States,FL,235022.61
2022,1,United States,GA,1099324.4
2022,1,United States,IA,10859.2
2022,1,United States,ID,6677.1
2022,1,United States,IL,79103.15
2022,1,United States,IN,1434139.1
2022,1,United States,KS,64869.9
2022,1,United States,KY,15686.9
2022,1,United States,LA,19082.8
2022,1,United States,MA,1712.8
2022,1,United States,MD,168522.1
2022,1,United States,ME,1871.6
2022,1,United States,MI,46487.05
2022,1,United States,MN,55349.5
2022,1,United States,MO,269923.25
2022,1,United States,MS,790935.56
2022,1,United States,MT,12345.82
2022,1,United States,NC,116019.95
2022,1,United States,ND,9097.8
2022,1,United States,NE,7659.6
2022,1,United States,NJ,139643.2
2022,1,United States,NM,654145.94
2022,1,United States,NV,24508.7
2022,1,United States,NY,47074.8
2022,1,United States,OH,261329.8
2022,1,United States,OK,11337.899
2022,1,United States,OR,18649.9
2022,1,United States,PA,1641717.9
2022,1,United States,SC,439071.78
2022,1,United States,SD,4938.6
2022,1,United States,TN,2927530.5
2022,1,United States,TX,3910957.0
2022,1,United States,UT,183560.84
2022,1,United States,VA,427536.3
2022,1,United States,WA,197892.36
2022,1,United States,WI,1084896.2
2022,1,United States,WV,9526.4
2022,1,United States,WY,458.3
2022,2,Canada,AB,35053.6
2022,2,Canada,BC,6743.8003
2022,2,Canada,ON,66106.37
2022,2,Canada,QC,139337.2
2022,2,United States,AL,20951.36
2022,2,United States,AR,36542.47
2022,2,United States,AZ,382589.16
2022,2,United States,CA,6735718.0
2022,2,United States,CO,214941.02
2022,2,United States,CT,1674.6
2022,2,United States,DC,31.8
2022,2,United States,DE,5262.4
2022,2,United States,FL,230774.34
2022,2,United States,GA,1191648.2
2022,2,United States,IA,8922.8
2022,2,United States,ID,5498.28
2022,2,United States,IL,137857.0
2022,2,United States,IN,1266746.9
2022,2,United States,KS,58396.5
2022,2,United States,KY,26346.49
2022,2,United States,LA,24752.82
2022,2,United States,MA,3531.8
2022,2,United States,MD,170514.19
2022,2,United States,ME,1698.86
2022,2,United States,MI,53188.6
2022,2,United States,MN,77599.3
2022,2,United States,MO,214935.02
2022,2,United States,MS,794496.4
2022,2,United States,MT,21026.02
2022,2,United States,NC,94254.83
2022,2,United States,ND,7661.6
2022,2,United States,NE,4361.1
2022,2,United States,NJ,1558.1
2022,2,United States,NM,658844.1
2022,2,United States,NV,32169.2
2022,2,United States,NY,32757.81
2022,2,United States,OH,195354.77
2022,2,United States,OK,13216.54
2022,2,United States,OR,30547.4
2022,2,United States,PA,1757294.1
2022,2,United States,SC,570034.3
2022,2,United States,SD,2731.3
2022,2,United States,TN,2511391.8
2022,2,United States,TX,4218167.0
2022,2,United States,UT,233568.67
2022,2,United States,VA,387823.6
2022,2,United States,WA,153158.72
2022,2,United States,WI,1112052.5
2022,2,United States,WV,13923.1
2022,2,United States,WY,389.9
2022,3,Canada,AB,49217.9
2022,3,Canada,BC,6808.4
2022,3,Canada,ON,80762.98
2022,3,Canada,QC,176853.4
2022,3,United States,AL,15937.7
2022,3,United States,AR,39418.78
2022,3,United States,AZ,474927.2
2022,3,United States,CA,7021108.0
2022,3,United States,CO,249930.2
2022,3,United States,DC,204.1
2022,3,United States,DE,5050.1
2022,3,United States,FL,276040.5
2022,3,United States,GA,1546992.1
2022,3,United States,IA,12782.101
2022,3,United States,ID,14316.3
2022,3,United States,IL,151118.1
2022,3,United States,IN,1560810.0
2022,3,United States,KS,39856.5
2022,3,United States,KY,30687.7
2022,3,United States,LA,30861.701
2022,3,United States,MA,1771.1
2022,3,United States,MD,186089.1
2022,3,United States,MI,63197.9
2022,3,United States,MN,92867.5
2022,3,United States,MO,239461.5
2022,3,United States,MS,1041608.1
2022,3,United States,MT,22786.91
2022,3,United States,NC,103734.2
2022,3,United States,ND,7743.1
2022,3,United States,NE,7398.3
2022,3,United States,NJ,533.9
2022,3,United States,NM,586187.9
2022,3,United States,NV,45460.5
2022,3,United States,NY,70884.02
2022,3,United States,OH,328472.8
2022,3,United States,OK,10216.4
2022,3,United States,OR,32367.6
2022,3,United States,PA,1870758.0
2022,3,United States,SC,634113.3
2022,3,United States,SD,9107.7
2022,3,United States,TN,2523769.0
2022,3,United States,TX,4381080.0
2022,3,United States,UT,309527.1
2022,3,United States,VA,479447.1
2022,3,United States,WA,180485.61
2022,3,United States,WI,1494879.9
2022,3,United States,WV,14889.2
2022,3,United States,WY,1626.8999
2022,4,Canada,AB,45693.52
2022,4,Canada,BC,4929.7
2022,4,Canada,ON,68687.83
2022,4,Canada,QC,182005.8
2022,4,United States,AL,17074.8
2022,4,United States,AR,34385.37
2022,4,United States,AZ,356348.03
2022,4,United States,CA,5727487.0
2022,4,United States,CO,173098.1
2022,4,United States,DC,32.7
2022,4,United States,DE,6474.1
2022,4,United States,FL,237719.0
2022,4,United States,GA,1563526.8
2022,4,United States,IA,7171.5
2022,4,United States,ID,7266.1997
2022,4,United States,IL,133779.73
2022,4,United States,IN,1285108.8
2022,4,United States,KS,21808.31
2022,4,United States,KY,17735.9
2022,4,United States,LA,13659.6
2022,4,United States,MD,159213.3
2022,4,United States,MI,58090.5
2022,4,United States,MN,100901.9
2022,4,United States,MO,234056.7
2022,4,United States,MS,9489.1
2022,4,United States,MT,16721.52
2022,4,United States,NC,95302.4
2022,4,United States,ND,11063.9
2022,4,United States,NE,8224.8
2022,4,United States,NJ,1540.2
2022,4,United States,NM,455939.0
2022,4,United States,NV,33805.6
2022,4,United States,NY,36889.1
2022,4,United States,OH,433528.7
2022,4,United States,OK,12199.5
2022,4,United States,OR,25824.2
2022,4,United States,PA,1640278.5
2022,4,United States,SC,667734.6
2022,4,United States,SD,5897.6
2022,4,United States,TN,2140855.2
2022,4,United States,TX,3880176.0
2022,4,United States,UT,299780.0
2022,4,United States,VA,383562.1
2022,4,United States,VT,2951.6
2022,4,United States,WA,132671.4
2022,4,United States,WI,1080922.0
2022,4,United States,WV,14611.8
2022,4,United States,WY,699.0
2022,5,Canada,AB,38663.29
2022,5,Canada,BC,9974.101
2022,5,Canada,ON,80827.92
2022,5,Canada,QC,213518.3
2022,5,United States,AK,3501.2
2022,5,United States,AL,19497.3
2022,5,United States,AR,23041.57
2022,5,United States,AZ,381707.78
2022,5,United States,CA,6232285.0
2022,5,United States,CO,175534.2
2022,5,United States,CT,2141.0
2022,5,United States,DC,284.1
2022,5,United States,DE,8778.9
2022,5,United States,FL,171232.2
2022,5,United States,GA,1561223.0
2022,5,United States,IA,10451.0
2022,5,United States,ID,9208.0
2022,5,United States,IL,143225.1
2022,5,United States,IN,1557254.8
2022,5,United States,KS,48095.8
2022,5,United States,KY,19443.7
2022,5,United States,LA,18058.5
2022,5,United States,MA,3345.6
2022,5,United States,MD,174997.1
2022,5,United States,MI,54661.46
2022,5,United States,MN,79948.5
2022,5,United States,MO,186988.4
2022,5,United States,MS,20283.4
2022,5,United States,MT,20254.81
2022,5,United States,NC,121457.1
2022,5,United States,ND,9506.0
2022,5,United States,NE,4045.1
2022,5,United States,NJ,1971.0
2022,5,United States,NM,374219.2
2022,5,United States,NV,27059.2
2022,5,United States,NY,51496.1
2022,5,United States,OH,382841.8
2022,5,United States,OK,10889.4
2022,5,United States,OR,27931.9
2022,5,United States,PA,1599440.9
2022,5,United States,SC,862823.7
2022,5,United States,SD,6346.3
2022,5,United States,TN,2335518.8
2022,5,United States,TX,2255357.5
2022,5,United States,UT,328263.9
2022,5,United States,VA,346152.7
2022,5,United States,WA,115846.5
2022,5,United States,WI,1225967.5
2022,5,United States,WV,10673.1
2022,5,United States,WY,149.8
2022,6,Canada,AB,28763.96
2022,6,Canada,BC,3405.3
2022,6,Canada,ON,54000.99
2022,6,Canada,QC,198934.1
2022,6,United States,AL,21713.1
2022,6,United States,AR,30597.34
2022,6,United States,AZ,566186.5
2022,6,United States,CA,6088265.0
2022,6,United States,CO,206653.8
2022,6,United States,DC,77.6
2022,6,United States,DE,4702.0
2022,6,United States,FL,258857.02
2022,6,United States,GA,1916055.9
2022,6,United States,IA,10657.4
2022,6,United States,ID,12932.3
2022,6,United States,IL,143809.7
2022,6,United States,IN,1694976.9
2022,6,United States,KS,39241.3
2022,6,United States,KY,19622.7
2022,6,United States,LA,18185.2
2022,6,United States,MD,178039.6
2022,6,United States,MI,64452.3
2022,6,United States,MN,54393.5
2022,6,United States,MO,242257.9
2022,6,United States,MS,14891.1
2022,6,United States,MT,12655.61
2022,6,United States,NC,95893.9
2022,6,United States,ND,10960.101
2022,6,United States,NE,7217.2
2022,6,United States,NM,438983.9
2022,6,United States,NV,44791.4
2022,6,United States,NY,39312.5
2022,6,United States,OH,213659.7
2022,6,United States,OK,9896.8
2022,6,United States,OR,27504.6
2022,6,United States,PA,1997715.4
2022,6,United States,SC,916695.2
2022,6,United States,SD,4630.1997
2022,6,United States,TN,2103117.0
2022,6,United States,TX,1224518.2
2022,6,United States,UT,185881.7
2022,6,United States,VA,371575.6
2022,6,United States,WA,141405.6
2022,6,United States,WI,1197588.8
2022,6,United States,WV,12715.1
2022,6,United States,WY,2278.4
2022,7,Canada,AB,39223.57
2022,7,Canada,BC,9560.1
2022,7,Canada,ON,71535.96
2022,7,Canada,QC,139853.6
2022,7,United States,AL,20901.7
2022,7,United States,AR,32771.04
2022,7,United States,AZ,506664.53
2022,7,United States,CA,6769410.0
2022,7,United States,CO,193598.6
2022,7,United States,DC,186.8
2022,7,United States,DE,9351.601
2022,7,United States,FL,246866.31
2022,7,United States,GA,1796569.8
2022,7,United States,IA,7586.4
2022,7,United States,ID,7024.7
2022,7,United States,IL,173561.4
2022,7,United States,IN,1501712.2
2022,7,United States,KS,40201.6
2022,7,United States,KY,34193.3
2022,7,United States,LA,28538.6
2022,7,United States,MD,184677.4
2022,7,United States,MI,66957.4
2022,7,United States,MN,129034.76
2022,7,United States,MO,234832.53
2022,7,United States,MS,5490.0
2022,7,United States,MT,8010.8
2022,7,United States,NC,100401.4
2022,7,United States,ND,5459.4004
2022,7,United States,NE,5998.4
2022,7,United States,NM,489861.3
2022,7,United States,NV,23530.201
2022,7,United States,NY,39476.9
2022,7,United States,OH,270207.6
2022,7,United States,OK,9101.5
2022,7,United States,OR,31834.4
2022,7,United States,PA,2419864.2
2022,7,United States,SC,881338.1
2022,7,United States,SD,2231.4
2022,7,United States,TN,1905367.0
2022,7,United States,TX,1572716.8
2022,7,United States,UT,211995.4
2022,7,United States,VA,403275.4
2022,7,United States,WA,135223.5
2022,7,United States,WI,1037365.25
2022,7,United States,WV,10228.2
2022,7,United States,WY,458.3
2022,8,Canada,AB,52526.16
2022,8,Canada,BC,8943.7
2022,8,Canada,ON,288518.7
2022,8,Canada,QC,134591.7
2022,8,United States,AL,21763.9
2022,8,United States,AR,63849.94
2022,8,United States,AZ,436132.2
2022,8,United States,CA,8555936.0
2022,8,United States,CO,239412.6
2022,8,United States,DC,174.8
2022,8,United States,DE,4662.2
2022,8,United States,FL,224309.7
2022,8,United States,GA,1757555.2
2022,8,United States,IA,8503.0
2022,8,United States,ID,26606.9
2022,8,United States,IL,175818.5
2022,8,United States,IN,1422091.4
2022,8,United States,KS,47812.6
2022,8,United States,KY,46031.2
2022,8,United States,LA,40711.1
2022,8,United States,MD,183375.8
2022,8,United States,MI,115688.6
2022,8,United States,MN,54303.2
2022,8,United States,MO,196452.7
2022,8,United States,MS,15532.0
2022,8,United States,MT,21873.1
2022,8,United States,NC,85242.4
2022,8,United States,ND,7672.0
2022,8,United States,NE,5020.3
2022,8,United States,NH,915.2
2022,8,United States,NM,552348.6
2022,8,United States,NV,41777.9
2022,8,United States,NY,41153.4
2022,8,United States,OH,244263.19
2022,8,United States,OK,14129.0
2022,8,United States,OR,94061.305
2022,8,United States,PA,2652730.2
2022,8,United States,SC,700518.0
2022,8,United States,SD,4719.0
2022,8,United States,TN,2104884.5
2022,8,United States,TX,1385263.2
2022,8,United States,UT,156665.6
2022,8,United States,VA,537157.1
2022,8,United States,WA,216655.61
2022,8,United States,WI,1162824.0
2022,8,United States,WV,9222.4
2022,8,United States,WY,2729.6
2022,9,Canada,AB,29205.75
2022,9,Canada,BC,9323.6
2022,9,Canada,ON,577649.56
2022,9,Canada,QC,139957.08
2022,9,United States,AL,16257.5
2022,9,United States,AR,65750.65
2022,9,United States,AZ,276166.94
2022,9,United States,CA,6222592.5
2022,9,United States,CO,214899.92
2022,9,United States,CT,793.1
2022,9,United States,DC,73.6
2022,9,United States,DE,3191.4
2022,9,United States,FL,171259.34
2022,9,United States,GA,1245418.0
2022,9,United States,IA,15541.2
2022,9,United States,ID,17253.7
2022,9,United States,IL,95329.1
2022,9,United States,IN,1032349.3
2022,9,United States,KS,50515.66
2022,9,United States,KY,19250.5
2022,9,United States,LA,18062.9
2022,9,United States,MD,144611.8
2022,9,United States,MI,47492.4
2022,9,United States,MN,50345.0
2022,9,United States,MO,164299.88
2022,9,United States,MS,8405.5
2022,9,United States,MT,18897.5
2022,9,United States,NC,83676.65
2022,9,United States,ND,10967.601
2022,9,United States,NE,5587.7
2022,9,United States,NM,340238.4
2022,9,United States,NV,42293.46
2022,9,United States,NY,32548.3
2022,9,United States,OH,373557.22
2022,9,United States,OK,10240.5
2022,9,United States,OR,60204.8
2022,9,United States,PA,1741381.0
2022,9,United States,SC,379506.3
2022,9,United States,SD,7683.3
2022,9,United States,TN,1281370.6
2022,9,United States,TX,1091008.6
2022,9,United States,UT,201813.0
2022,9,United States,VA,283593.47
2022,9,United States,WA,250427.0
2022,9,United States,WI,682191.94
2022,9,United States,WV,7020.9
2022,10,United States,CA,183221.8
2022,10,United States,LA,219.1
2022,10,United States,PA,1726.0
2022,10,United States,TN,15632.5
2022,12,United States,CA,136.5
2022,12,United States,WA,5.1
